Liste de la plupart des transistors utilisés :

Reference:	Description:
RFP40N10	N-FET 100V 40A 160W 0.04E
S175	RF PWR AMP TRANSIST0R
S1854	DRIVER STAGE 112.5/117.5V
S2000AF	SI-N 1500V 8A 50W 0.7us
S2000N	SI-N 1500V 8A 50W 0.7us
S2055N	SI-N+D 1500V 8A 50W 0.3us
S2530A	SI-N 1000V 10A 100W
SGSF313	SI-N 450V 7A 70W 0.3us
SGSF313XI	SI-N 1000V 5A 25W 0.3us
SGSF344	SI-N 600V 7A 85W
SGSF445	SI-N 600V 7A 95W
SGSF464	SI-N 600V 10A 140W
SGSIF344	SI-N 600V 7A 35W
SGSIF444	SI-N 600V 7A 55W
SLA4061	N-DARL 120V 5A 25W POWER
SLA4390	DARLINGTON ARRAY
SS8050	SI-N 40V 1.5A 1W 100MHz
SS8550	SI-P 40V 1.5A 1W 100MHz
SSM2210P	2xSI-N 40V 20mA 0.5W 200MHz
SSM2220P	2xSI-P 36V 20mA 0.5W 190MHz
STA301A	N-ARRAY 3x60V 4A B>1K
STA341M	P/N-ARRAY 30V 1A B>100
STA401A	N-ARRAY 4x60V 4A B>1K
STA402A	P-ARRAY 4x50V 4A B>1K
STA403A	N-ARRAY 4x100V 4A B>1K
STA434A	P/N-ARRAY 2*60V 4A 20W B>
STA441C	N-ARRAY 4x160V 1.5A B>40
STA451C	P/N-ARRAY 2x60V 3A B>40
STA471A	N-ARRAY 4x60V 2A B>2K
STA8012	TRANSISTOR ARRAY
STA901M	TRANSISTOR ARRAY
STP3NA60	N-FET 600V 2.9A 80W <4E
STP3NA60F	N-FET 600V 2.1A 40W <4E
STP4NA60	N-FET 600V 4.3A 100W <2E2
STP4NA60F	N-FET 600V 2.7A 40W <2E2
STP4NA80	N-FET 800V 4A 110W <3E
STP4NA80F	N-FET 800V 2.5A 45W <3E
THD200FI	SI-N 1500V 10A 60W
TIP102	N-DARL 100V 8A 80W
TIP107	P-DARL 100V 15A 80W
TIP112	N-DARL 100V 2A 50W
TIP117	P-DARL 100V 2A 50W
TIP122	N-DARL 100V 5A 65W
TIP127	P-DARL 100V 5A 65W
TIP132	N-DARL 100V 8A 70W
TIP137	P-DARL 100V 8A 70W
TIP142	N-DARL 100V 10A 125W
TIP142T	N-DARL 100V 10A 80W
TIP147	P-DARL+D 100V 10A 125W
TIP152	N-DARL+D 400/400V 7A 80W
TIP162	N-DARL 380V 10A 3W
TIP2955	SI-P 100V 15A 90W NF/S-L
TIP29E	SI-N 180V 2A 30W >3MHz
TIP3055	SI-N 100V 15A 90W NF/S-L
TIP33C	SI-N 115V 10A 80W
TIP34C	SI-P 100V 10A 80W 3MHz
TIP35C	SI-N 100V 25A 125W 3MHz
TIP36C	SI-P 100V 25A 125W 3MHz
TIP41C	SI-N 100V 6A 65W 3MHz
TIP42C	SI-P 140V 6A 65W
TIP50	SI-N 400V 1A 40W 2us
TIP54	SI-N 500V 3A 100W >2.5MHz
TIPL760	SI-N 850/400V 4A 75W
TIPL760A	SI-N 100V 4A 80W 12MHz
TIPL761A	SI-N 1000V 4A 100W
TIPL762A	SI-N 800V 6A 120W POWER
TIPL763A	SI-N 1000V 8A 120W 8MHz
TIPL790A	SI-N 150V 10A 70W 10MHz
TIPL791A	SI-N 450V 4A 75W
U440	2xN-FET 25V 30mA 0.35W
UPA63H	2xN-FET 60V Idss>20mA 0.5
UPA81C	N-ARRAY 8x40V 0.4A B>1K
VN10KM	N-FET 60V 0.31A 5E Up<2.5
VN66AFD	N-FET 60V 2A 12W 3E Up<2.
VN88AFD	N-FET 80V 1.3A 20W Up<2.5
ZTX213	SI-P 45V 0.2A 0.3W 350MHz
ZTX342	SI-N 120V 0.1A 0.3W
ZTX450	SI-N 60V 1A 1W 150MHz
ZTX550	SI-P 60V 1A 1W >150MHz
ZTX653	SI-N 120V 2A 1W >140MHz
ZTX753	SI-P 120V 2A 1W TO92
ZTX753M1TA	SI-P 120V 2A 1W
